module	ID
"M00890:Roseoflavin biosynthesis, FMN => roseoflavin"	C21803
"M00890:Roseoflavin biosynthesis, FMN => roseoflavin"	C21804
"M00890:Roseoflavin biosynthesis, FMN => roseoflavin"	C21805
"M00890:Roseoflavin biosynthesis, FMN => roseoflavin"	C21646
"M00890:Roseoflavin biosynthesis, FMN => roseoflavin"	C21648
"M00890:Roseoflavin biosynthesis, FMN => roseoflavin"	C21647
"M00891:Ditryptophenaline biosynthesis, tryptophan + phenylalanine => ditryptophenaline"	C00078
"M00891:Ditryptophenaline biosynthesis, tryptophan + phenylalanine => ditryptophenaline"	C00079
"M00891:Ditryptophenaline biosynthesis, tryptophan + phenylalanine => ditryptophenaline"	C22142
"M00891:Ditryptophenaline biosynthesis, tryptophan + phenylalanine => ditryptophenaline"	C22143
"M00891:Ditryptophenaline biosynthesis, tryptophan + phenylalanine => ditryptophenaline"	C22144
"M00892:UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc"	C00267
"M00892:UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc"	C00668
"M00892:UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc"	C00085
"M00892:UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc"	C00352
"M00892:UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc"	C00357
"M00892:UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc"	C04501
"M00892:UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc"	C00043
"M00893:Lovastatin biosynthesis, malonyl-CoA => lovastatin acid"	C00083
"M00893:Lovastatin biosynthesis, malonyl-CoA => lovastatin acid"	C21108
"M00893:Lovastatin biosynthesis, malonyl-CoA => lovastatin acid"	C10851
"M00893:Lovastatin biosynthesis, malonyl-CoA => lovastatin acid"	C20852
"M00893:Lovastatin biosynthesis, malonyl-CoA => lovastatin acid"	C20853
"M00893:Lovastatin biosynthesis, malonyl-CoA => lovastatin acid"	C20854
"M00893:Lovastatin biosynthesis, malonyl-CoA => lovastatin acid"	C21129
"M00893:Lovastatin biosynthesis, malonyl-CoA => lovastatin acid"	C21130
"M00894:Cannabidiol biosynthesis, malonyl-CoA => cannabidiol/dronabinol"	C00083
"M00894:Cannabidiol biosynthesis, malonyl-CoA => cannabidiol/dronabinol"	C20413
"M00894:Cannabidiol biosynthesis, malonyl-CoA => cannabidiol/dronabinol"	C20417
"M00894:Cannabidiol biosynthesis, malonyl-CoA => cannabidiol/dronabinol"	C20406
"M00894:Cannabidiol biosynthesis, malonyl-CoA => cannabidiol/dronabinol"	C10784
"M00894:Cannabidiol biosynthesis, malonyl-CoA => cannabidiol/dronabinol"	C07578
"M00894:Cannabidiol biosynthesis, malonyl-CoA => cannabidiol/dronabinol"	C21903
"M00894:Cannabidiol biosynthesis, malonyl-CoA => cannabidiol/dronabinol"	C06972
"M00895:Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP"	C15810
"M00895:Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP"	C15813
"M00895:Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP"	C15814
"M00895:Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP"	C00037
"M00895:Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP"	C15809
"M00895:Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP"	C11437
"M00895:Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP"	C20246
"M00895:Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP"	C20247
"M00895:Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP"	C03373
"M00895:Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP"	C04556
"M00895:Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP"	C04752
"M00895:Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP"	C01081
"M00895:Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP"	C00068
"M00896:Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP"	C00037
"M00896:Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP"	C00003
"M00896:Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP"	C20784
"M00896:Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP"	C20247
"M00896:Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP"	C03373
"M00896:Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP"	C04556
"M00896:Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP"	C04752
"M00896:Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP"	C01081
"M00896:Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP"	C00068
"M00897:Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP"	C00037
"M00897:Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP"	C00003
"M00897:Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP"	C20784
"M00897:Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP"	C20247
"M00897:Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP"	C03373
"M00897:Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP"	C04556
"M00897:Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP"	C04752
"M00897:Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP"	C01081
"M00897:Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP"	C00378
"M00897:Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP"	C00068
"M00898:Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP"	C00037
"M00898:Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP"	C00003
"M00898:Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP"	C20784
"M00898:Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP"	C20247
"M00898:Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP"	C00018
"M00898:Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP"	C04556
"M00898:Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP"	C04752
"M00898:Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP"	C01081
"M00898:Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP"	C00378
"M00898:Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP"	C00068
"M00899:Thiamine salvage pathway, HMP/HET => TMP"	C04294
"M00899:Thiamine salvage pathway, HMP/HET => TMP"	C04327
"M00899:Thiamine salvage pathway, HMP/HET => TMP"	C01279
"M00899:Thiamine salvage pathway, HMP/HET => TMP"	C04556
"M00899:Thiamine salvage pathway, HMP/HET => TMP"	C04752
"M00899:Thiamine salvage pathway, HMP/HET => TMP"	C01081
"M00900:Crocin biosynthesis, crocetin => crocin"	C08588
"M00900:Crocin biosynthesis, crocetin => crocin"	C19867
"M00900:Crocin biosynthesis, crocetin => crocin"	C19869
"M00900:Crocin biosynthesis, crocetin => crocin"	C17513
"M00900:Crocin biosynthesis, crocetin => crocin"	C19868
"M00900:Crocin biosynthesis, crocetin => crocin"	C08589
"M00901:Fumiquinazoline biosynthesis, tryptophan + alanine + anthranilate => fumiquinazoline"	C00078
"M00901:Fumiquinazoline biosynthesis, tryptophan + alanine + anthranilate => fumiquinazoline"	C00108
"M00901:Fumiquinazoline biosynthesis, tryptophan + alanine + anthranilate => fumiquinazoline"	C00041
"M00901:Fumiquinazoline biosynthesis, tryptophan + alanine + anthranilate => fumiquinazoline"	C22145
"M00901:Fumiquinazoline biosynthesis, tryptophan + alanine + anthranilate => fumiquinazoline"	C22146
"M00901:Fumiquinazoline biosynthesis, tryptophan + alanine + anthranilate => fumiquinazoline"	C22147
"M00901:Fumiquinazoline biosynthesis, tryptophan + alanine + anthranilate => fumiquinazoline"	C22148
"M00901:Fumiquinazoline biosynthesis, tryptophan + alanine + anthranilate => fumiquinazoline"	C22149
"M00902:Podophyllotoxin biosynthesis, coniferyl alcohol => podophyllotoxin"	C00590
"M00902:Podophyllotoxin biosynthesis, coniferyl alcohol => podophyllotoxin"	C05366
"M00902:Podophyllotoxin biosynthesis, coniferyl alcohol => podophyllotoxin"	C10646
"M00902:Podophyllotoxin biosynthesis, coniferyl alcohol => podophyllotoxin"	C18167
"M00902:Podophyllotoxin biosynthesis, coniferyl alcohol => podophyllotoxin"	C10682
"M00902:Podophyllotoxin biosynthesis, coniferyl alcohol => podophyllotoxin"	C21191
"M00902:Podophyllotoxin biosynthesis, coniferyl alcohol => podophyllotoxin"	C21183
"M00902:Podophyllotoxin biosynthesis, coniferyl alcohol => podophyllotoxin"	C21184
"M00902:Podophyllotoxin biosynthesis, coniferyl alcohol => podophyllotoxin"	C10577
"M00902:Podophyllotoxin biosynthesis, coniferyl alcohol => podophyllotoxin"	C10556
"M00902:Podophyllotoxin biosynthesis, coniferyl alcohol => podophyllotoxin"	C10874
"M00903:Fosfomycin biosynthesis, phosphoenolpyruvate => fosfomycin"	C00074
"M00903:Fosfomycin biosynthesis, phosphoenolpyruvate => fosfomycin"	C02798
"M00903:Fosfomycin biosynthesis, phosphoenolpyruvate => fosfomycin"	C03167
"M00903:Fosfomycin biosynthesis, phosphoenolpyruvate => fosfomycin"	C06451
"M00903:Fosfomycin biosynthesis, phosphoenolpyruvate => fosfomycin"	C22216
"M00903:Fosfomycin biosynthesis, phosphoenolpyruvate => fosfomycin"	C22217
"M00903:Fosfomycin biosynthesis, phosphoenolpyruvate => fosfomycin"	C06452
"M00903:Fosfomycin biosynthesis, phosphoenolpyruvate => fosfomycin"	C06454
"M00904:Dapdiamides biosynthesis, L-2,3-diaminopropanoate => dapdiamide A/B/C"	C03401
"M00904:Dapdiamides biosynthesis, L-2,3-diaminopropanoate => dapdiamide A/B/C"	C20961
"M00904:Dapdiamides biosynthesis, L-2,3-diaminopropanoate => dapdiamide A/B/C"	C20966
"M00904:Dapdiamides biosynthesis, L-2,3-diaminopropanoate => dapdiamide A/B/C"	C20962
"M00904:Dapdiamides biosynthesis, L-2,3-diaminopropanoate => dapdiamide A/B/C"	C20963
"M00904:Dapdiamides biosynthesis, L-2,3-diaminopropanoate => dapdiamide A/B/C"	C20964
"M00905:Grixazone biosynthesis, aspartate 4-semialdehyde => grixazone B"	C00441
"M00905:Grixazone biosynthesis, aspartate 4-semialdehyde => grixazone B"	C20644
"M00905:Grixazone biosynthesis, aspartate 4-semialdehyde => grixazone B"	C12115
"M00905:Grixazone biosynthesis, aspartate 4-semialdehyde => grixazone B"	C20799
"M00906:Ethynylserine biosynthesis, lysine => ethynylserine"	C00047
"M00906:Ethynylserine biosynthesis, lysine => ethynylserine"	C22137
"M00906:Ethynylserine biosynthesis, lysine => ethynylserine"	C04075
"M00906:Ethynylserine biosynthesis, lysine => ethynylserine"	C22138
"M00906:Ethynylserine biosynthesis, lysine => ethynylserine"	C22139
"M00906:Ethynylserine biosynthesis, lysine => ethynylserine"	C22140
"M00906:Ethynylserine biosynthesis, lysine => ethynylserine"	C22141
"M00909:UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc"	C00267
"M00909:UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc"	C00668
"M00909:UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc"	C00085
"M00909:UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc"	C00352
"M00909:UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc"	C06156
"M00909:UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc"	C04501
"M00909:UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc"	C00043
"M00910:Phenylalanine biosynthesis, chorismate => arogenate => phenylalanine"	C00251
"M00910:Phenylalanine biosynthesis, chorismate => arogenate => phenylalanine"	C00254
"M00910:Phenylalanine biosynthesis, chorismate => arogenate => phenylalanine"	C00826
"M00910:Phenylalanine biosynthesis, chorismate => arogenate => phenylalanine"	C00079
"M00911:Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD"	C00044
"M00911:Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD"	C01304
"M00911:Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD"	C18910
"M00911:Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD"	C04454
"M00911:Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD"	C04732
"M00911:Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD"	C00199
"M00911:Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD"	C15556
"M00911:Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD"	C04332
"M00911:Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD"	C00255
"M00911:Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD"	C00061
"M00911:Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD"	C00016
"M00912:NAD biosynthesis, tryptophan => quinolinate => NAD"	C00078
"M00912:NAD biosynthesis, tryptophan => quinolinate => NAD"	C02700
"M00912:NAD biosynthesis, tryptophan => quinolinate => NAD"	C00328
"M00912:NAD biosynthesis, tryptophan => quinolinate => NAD"	C03227
"M00912:NAD biosynthesis, tryptophan => quinolinate => NAD"	C00632
"M00912:NAD biosynthesis, tryptophan => quinolinate => NAD"	C04409
"M00912:NAD biosynthesis, tryptophan => quinolinate => NAD"	C03722
"M00912:NAD biosynthesis, tryptophan => quinolinate => NAD"	C01185
"M00912:NAD biosynthesis, tryptophan => quinolinate => NAD"	C00857
"M00912:NAD biosynthesis, tryptophan => quinolinate => NAD"	C00003
"M00913:Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate"	C00141
"M00913:Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate"	C00966
"M00913:Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate"	C00522
"M00913:Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate"	C00750
"M00913:Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate"	C05665
"M00913:Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate"	C00099
"M00913:Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate"	C00864
"M00914:Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA"	C00141
"M00914:Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA"	C00966
"M00914:Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA"	C00522
"M00914:Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA"	C18911
"M00914:Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA"	C03492
"M00914:Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA"	C04352
"M00914:Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA"	C01134
"M00914:Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA"	C00882
"M00914:Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA"	C00010
"M00915:Caffeine degradation, caffeine => xanthine"	C07481
"M00915:Caffeine degradation, caffeine => xanthine"	C13747
"M00915:Caffeine degradation, caffeine => xanthine"	C16353
"M00915:Caffeine degradation, caffeine => xanthine"	C07480
"M00915:Caffeine degradation, caffeine => xanthine"	C00385
"M00916:Pyridoxal-P biosynthesis, R5P + glyceraldehyde-3P + glutamine => pyridoxal-P"	C00117
"M00916:Pyridoxal-P biosynthesis, R5P + glyceraldehyde-3P + glutamine => pyridoxal-P"	C00118
"M00916:Pyridoxal-P biosynthesis, R5P + glyceraldehyde-3P + glutamine => pyridoxal-P"	C00064
"M00916:Pyridoxal-P biosynthesis, R5P + glyceraldehyde-3P + glutamine => pyridoxal-P"	C00018
"M00917:Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol"	C01054
"M00917:Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol"	C01902
"M00917:Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol"	C08830
"M00917:Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol"	C22116
"M00917:Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol"	C22121
"M00917:Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol"	C02141
"M00917:Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol"	C01943
"M00917:Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol"	C11508
"M00917:Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol"	C15776
"M00917:Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol"	C11522
"M00917:Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol"	C11523
"M00917:Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol"	C22120
"M00917:Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol"	C22123
"M00917:Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol"	C15782
"M00917:Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol"	C15783
"M00917:Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol"	C08821
"M00917:Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol"	C01753
"M00917:Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol"	C22119
"M00917:Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol"	C22122
"M00917:Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol"	C15777
"M00917:Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol"	C15780
"M00917:Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol"	C15781
"M00917:Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol"	C01789
"M00918:Aerobactin biosynthesis, lysine => aerobactin"	C00047
"M00918:Aerobactin biosynthesis, lysine => aerobactin"	C01028
"M00918:Aerobactin biosynthesis, lysine => aerobactin"	C03955
"M00918:Aerobactin biosynthesis, lysine => aerobactin"	C20333
"M00918:Aerobactin biosynthesis, lysine => aerobactin"	C05554
"M00919:Ectoine degradation, ectoine => aspartate"	C06231
"M00919:Ectoine degradation, ectoine => aspartate"	C19929
"M00919:Ectoine degradation, ectoine => aspartate"	C03283
"M00919:Ectoine degradation, ectoine => aspartate"	C00441
"M00919:Ectoine degradation, ectoine => aspartate"	C00049
"M00921:Cyclooctatin biosynthesis, dimethylallyl-PP + isopentenyl-PP => cyclooctatin"	C00235
"M00921:Cyclooctatin biosynthesis, dimethylallyl-PP + isopentenyl-PP => cyclooctatin"	C00129
"M00921:Cyclooctatin biosynthesis, dimethylallyl-PP + isopentenyl-PP => cyclooctatin"	C00341
"M00921:Cyclooctatin biosynthesis, dimethylallyl-PP + isopentenyl-PP => cyclooctatin"	C00448
"M00921:Cyclooctatin biosynthesis, dimethylallyl-PP + isopentenyl-PP => cyclooctatin"	C00353
"M00921:Cyclooctatin biosynthesis, dimethylallyl-PP + isopentenyl-PP => cyclooctatin"	C20834
"M00921:Cyclooctatin biosynthesis, dimethylallyl-PP + isopentenyl-PP => cyclooctatin"	C21978
"M00921:Cyclooctatin biosynthesis, dimethylallyl-PP + isopentenyl-PP => cyclooctatin"	C21979
M00922:CMP-Neu5Ac biosynthesis	C00043
M00922:CMP-Neu5Ac biosynthesis	C00645
M00922:CMP-Neu5Ac biosynthesis	C00270
M00922:CMP-Neu5Ac biosynthesis	C00128
M00923:UDP-L-FucNAm biosynthesis	C00043
M00923:UDP-L-FucNAm biosynthesis	C19823
M00923:UDP-L-FucNAm biosynthesis	C20769
M00923:UDP-L-FucNAm biosynthesis	C20768
M00923:UDP-L-FucNAm biosynthesis	C20774
M00923:UDP-L-FucNAm biosynthesis	C22270
"M00924:Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide"	C01051
"M00924:Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide"	C02463
"M00924:Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide"	C05778
"M00924:Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide"	C11538
"M00924:Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide"	C17401
"M00924:Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide"	C11540
"M00924:Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide"	C16242
"M00924:Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide"	C16243
"M00924:Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide"	C11542
"M00924:Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide"	C11543
"M00924:Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide"	C16244
"M00924:Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide"	C11545
"M00924:Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide"	C05773
"M00924:Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide"	C06504
"M00925:Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide"	C01051
"M00925:Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide"	C02463
"M00925:Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide"	C05772
"M00925:Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide"	C06406
"M00925:Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide"	C06407
"M00925:Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide"	C06416
"M00925:Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide"	C06320
"M00925:Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide"	C06319
"M00925:Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide"	C06408
"M00925:Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide"	C06399
"M00925:Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide"	C06503
"M00925:Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide"	C06504
"M00926:Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme"	C02987
"M00926:Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme"	C03741
"M00926:Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme"	C00430
"M00926:Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme"	C00931
"M00926:Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme"	C01024
"M00926:Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme"	C01051
"M00926:Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme"	C03263
"M00926:Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme"	C05770
"M00926:Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme"	C21284
"M00926:Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme"	C00032
"M00927:Gibberellin A12 biosynthesis, GAPP => GA12"	C00353
"M00927:Gibberellin A12 biosynthesis, GAPP => GA12"	C06089
"M00927:Gibberellin A12 biosynthesis, GAPP => GA12"	C06090
"M00927:Gibberellin A12 biosynthesis, GAPP => GA12"	C11872
"M00927:Gibberellin A12 biosynthesis, GAPP => GA12"	C11873
"M00927:Gibberellin A12 biosynthesis, GAPP => GA12"	C11874
"M00927:Gibberellin A12 biosynthesis, GAPP => GA12"	C11875
"M00927:Gibberellin A12 biosynthesis, GAPP => GA12"	C06093
"M00927:Gibberellin A12 biosynthesis, GAPP => GA12"	C11857
"M00928:Gibberellin A4/A1 biosynthesis, GA12/GA53 => GA4/GA1"	C11857
"M00928:Gibberellin A4/A1 biosynthesis, GA12/GA53 => GA4/GA1"	C11860
"M00928:Gibberellin A4/A1 biosynthesis, GA12/GA53 => GA4/GA1"	C11861
"M00928:Gibberellin A4/A1 biosynthesis, GA12/GA53 => GA4/GA1"	C11863
"M00928:Gibberellin A4/A1 biosynthesis, GA12/GA53 => GA4/GA1"	C11864
"M00928:Gibberellin A4/A1 biosynthesis, GA12/GA53 => GA4/GA1"	C06094
"M00928:Gibberellin A4/A1 biosynthesis, GA12/GA53 => GA4/GA1"	C06095
"M00928:Gibberellin A4/A1 biosynthesis, GA12/GA53 => GA4/GA1"	C02034
"M00928:Gibberellin A4/A1 biosynthesis, GA12/GA53 => GA4/GA1"	C02035
"M00928:Gibberellin A4/A1 biosynthesis, GA12/GA53 => GA4/GA1"	C00859
"M00929:Gibberellin A1 biosynthesis, GGPP => GA1"	C00353
"M00929:Gibberellin A1 biosynthesis, GGPP => GA1"	C06089
"M00929:Gibberellin A1 biosynthesis, GGPP => GA1"	C06090
"M00929:Gibberellin A1 biosynthesis, GGPP => GA1"	C11872
"M00929:Gibberellin A1 biosynthesis, GGPP => GA1"	C11873
"M00929:Gibberellin A1 biosynthesis, GGPP => GA1"	C11874
"M00929:Gibberellin A1 biosynthesis, GGPP => GA1"	C11875
"M00929:Gibberellin A1 biosynthesis, GGPP => GA1"	C06093
"M00929:Gibberellin A1 biosynthesis, GGPP => GA1"	C11853
"M00929:Gibberellin A1 biosynthesis, GGPP => GA1"	C11858
"M00929:Gibberellin A1 biosynthesis, GGPP => GA1"	C11859
"M00929:Gibberellin A1 biosynthesis, GGPP => GA1"	C11862
"M00929:Gibberellin A1 biosynthesis, GGPP => GA1"	C11864
"M00929:Gibberellin A1 biosynthesis, GGPP => GA1"	C00859
